1.1,1.c
1.1,2.d
1.1,6.a
1.2,1.c
1.2,2.d
1.2,4.b
1.2,6.a
1.3,1.a
1.3,1.c
1.3,2.d
1.3,4.b
1.3,6.a
1.4,1.a
1.4,1.c
1.4,4.b
1.4,6.a
1.4,6.c
1.4,6.d
1.5,1.a
1.5,1.c
1.5,4.b
1.5,6.a
1.5,6.c
1.5,6.d
1.6,1.a
1.6,1.c
1.6,2.d
1.6,4.b
1.6,6.a
1.7,1.a
1.7,1.c
1.7,4.b
1.7,6.a
1.7,6.c
1.7,6.d
1.8,1.a
1.8,1.c
1.8,4.b
1.8,6.a
1.8,6.c
1.8,6.d
1.9,1.b
1.9,1.c
1.9,2.d
1.9,4.b
1.9,4.d
1.9,6.c
1.10,1.a
1.10,1.b
1.10,1.c
1.10,4.b
1.10,6.a
1.10,6.c
1.10,6.d
1.11,1.a
1.11,1.c
1.11,4.b
1.11,6.a
1.11,6.c
1.11,6.d
1.12,1.c
1.12,2.d
1.12,4.b
1.12,6.a
1.13,1.a
1.13,1.c
1.13,4.b
1.13,6.a
1.13,6.c
1.13,6.d
1.14,1.a
1.14,1.c
1.14,4.b
1.14,6.a
1.14,6.c
1.14,6.d
1.15,1.c
1.15,4.b
1.15,6.a
1.16,1.a
1.16,1.b
1.16,1.c
1.16,4.b
1.16,6.a
1.16,6.c
1.16,6.d
1.17,5a
1.17,5b
1.17,6.a
1.18,1.a
1.18,1.b
1.18,1.c
1.18,4.b
1.18,6.a
1.18,6.c
1.18,6.d
2.1,1.b
2.1,1.c
2.1,2.d
2.1,4.b
2.1,4.d
2.2,1.a
2.2,1.c
2.2,2.b
2.2,2.d
2.2,4.b
2.2,6.a
2.3,1.a
2.3,1.c
2.3,4.b
2.3,6.a
2.3,6.c
2.3,6.d
2.4,1.a
2.4,1.c
2.4,4.b
2.4,6.a
2.4,6.c
2.4,6.d
2.5,1.c
2.5,2.d
2.5,4.b
2.5,6.a
2.6,1.a
2.6,1.c
2.6,4.b
2.6,6.a
2.6,6.c
2.6,6.d
2.7,1.a
2.7,1.b
2.7,1.c
2.7,4.b
2.7,6.a
2.7,6.c
2.7,6.d
2.8,1.a
2.8,1.c
2.8,4.b
2.8,6.a
2.8,6.c
2.8,6.d
2.9,1.a
2.9,1.c
2.9,2.d
2.9,4.b
2.9,4.d
2.9,6.a
2.10,1.a
2.10,1.c
2.10,4.b
2.10,4.d
2.10,6.a
2.10,6.c
2.10,6.d
2.11,1.a
2.11,1.c
2.11,4.b
2.11,4.d
2.11,6.a
2.11,6.c
2.11,6.d
2.12,1.a
2.12,1.c
2.12,2.d
2.12,4.b
2.12,6.a
2.13,1.a
2.13,1.c
2.13,4.b
2.13,4.d
2.13,6.a
2.13,6.c
2.13,6.d
2.14,1.a
2.14,1.c
2.14,2.d
2.14,4.b
2.14,6.a
2.14,6.d
2.15,1.c
2.15,4.b
2.15,6.a
2.16,1.a
2.16,1.b
2.16,1.c
2.16,4.b
2.16,6.a
2.16,6.c
2.16,6.d
2.17,1.a
2.17,1.b
2.17,1.c
2.17,4.b
2.17,6.a
2.17,6.c
2.17,6.d
2.18,5.a
2.18,5.b
2.18,6.a
2.19,1.a
2.19,1.c
2.19,4.b
2.19,6.a
2.19,6.c
2.19,6.d
3.1,1.a
3.1,1.c
3.1,2.d
3.1,4.b
3.1,4.d
3.2,1.a
3.2,1.c
3.2,4.b
3.2,6.a
3.2,6.c
3.2,6.d
3.3,1.a
3.3,1.c
3.3,4.b
3.3,6.a
3.3,6.c
3.3,6.d
3.4,1.a
3.4,1.c
3.4,2.d
3.4,4.b
3.4,4.c
3.4,6.a
3.4,6.d
3.5,1.a
3.5,1.c
3.5,4.b
3.5,6.a
3.5,6.c
3.5,6.d
3.6,1.a
3.6,1.c
3.6,4.b
3.6,6.a
3.6,6.c
3.6,6.d
3.7,1.a
3.7,1.c
3.7,4.b
3.7,6.a
3.7,6.c
3.7,6.d
3.8,1.a
3.8,1.c
3.8,4.b
3.8,6.a
3.8,6.c
3.8,6.d
3.9,1 a
3.9,1.c
3.9,2.d
3.9,4.b
3.9,4.d
3.10,1.a
3.10,1.c
3.10,2.d
3.10,4.b
3.10,4.d
3.10,6.a
3.11,1.a
3.11,1.c
3.11,4.b
3.11,6.a
3.11,6.c
3.11,6.d
3.12,1.a
3.12,1.c
3.12,4.b
3.12,6.a
3.12,6.c
3.12,6.d
3.13,1.a
3.13,1.c
3.13,4.b
3.13,6.a
3.13,6.c
3.13,6.d
3.14,1.a
3.14,1.c
3.14,4.b
3.14,4.d
3.14,6.a
3.14,6.c
3.14,6.d
3.15,1.a
3.15,1.c
3.15,4.b
3.15,4.d
3.15,6.a
3.15,6.c
3.15,6.d
3.16,1.a
3.16,1.b
3.16,1.c
3.16,2.a
3.16,2.b
3.16,4.b
3.16,4.d
3.16,6.a
3.16,6.c
3.16,6.d
3.17,1.a
3.17,1.b
3.17,1.c
3.17,2.a
3.17,2.b
3.17,4.b
3.17,4.d
3.17,6.a
3.17,6.c
3.17,6.d
3.18,5.a
3.18,5.b
3.18,6.a
3.19,1.c
3.19,2.d
3.19,4.b
3.19,6.a
3.20,1.c
3.20,2.d
3.20,5.a
3.20,5.b
3.20,5.d
3.20,6.a
3.21,1.a
3.21,1.c
3.21,4.b
