http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,5.G.1-2,Graph points on the coordinate plane to solve real-world and mathematical problems,20,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,5.OA.1-2,Write and interpret numerical expressions,21,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,6.NS.5-8,"The student performs operations with negative numbers, works with the number line and coordinate plane, order and absolute value of numbers, and solves real-world problems with rational numbers.",22,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,23,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,N-Q,The student reasons quantitatively in using units to solve problems,24,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,BS-CE,"The student translates between structured expressions as arithmetic, code, and Circles of Evaluation",25,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,BS-IDE,"The student is familiar with using a REPL, entering expressions properly, and interpreting error messages",26,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,BS-M,The student models a problem in context and determines the data needed to describe the problem,27,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,BS-PL.1,The student is familiar with declaring values and applying built-in functions using the programming language,28,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,29,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",30,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,N-Q,The student reasons quantitatively in using units to solve problems,31,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,BS-CE,"The student translates between structured expressions as arithmetic, code, and Circles of Evaluation",32,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,BS-IDE,"The student is familiar with using a REPL, entering expressions properly, and interpreting error messages",33,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,BS-PL.1,The student is familiar with declaring values and applying built-in functions using the programming language,34,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit2/index.html,BS-PL.2,The student is comfortable using and writing Contracts for built-in functions,35,"Unit 2 Contracts, Strings and Images","Students are introduced to a set-mapping representation for functions, in which the function object exists as a means of translating points from a Domain into a Range. Coupled with their understanding of Circles of Evaluation, students generalize their understanding of functions to include other datatypes, including Strings and Images.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,6.NS.5-8,"The student performs operations with negative numbers, works with the number line and coordinate plane, order and absolute value of numbers, and solves real-world problems with rational numbers.",36,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,7.EE.3-4,The student uses numerical and algebraic expressions and equations to solve real-life and mathematical problems,37,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,38,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,F-BF.1-2,The student models a relationship between two quantities by building a function,39,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",40,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,F-IF.4-6,The student interprets the behavior of functions that arise in applications in terms of the context,41,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-DR.1,The student is able to translate a word problem into a Contract and Purpose Statement,42,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-DR.2,The student can derive test cases for a given contract and purpose statement,43,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",44,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-IDE,"The student is familiar with using a REPL, entering expressions properly, and interpreting error messages",45,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-PL.2,The student is comfortable using and writing Contracts for built-in functions,46,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit3/index.html,BS-PL.3,The student is able to use the syntax of the programming language to define values and functions,47,Unit 3 Introduction to Definitions,"Students are introduced to the Definitions area, and learn the syntax for defining values of various types. They are also introduced to the syntax of defining functions and creating examples.",100 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,8.F.1-3,"The student defines, evaluates, and compares functions",48,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,49,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,F-BF.3-4,The student builds new functions from existing functions.,50,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
